Reviewer_name,Review_rating,Review_title,Review_content,Is_verified,Helpful_count,Date,Review_id,Year,Month,Month_name,Review_length,Content_Sentiment,Title_Sentiment
Amazon CustomerAmazon Customer,2.0,Damage item,nan,True,,2024-10-30,R758,2024,10,October,1,Neutral,Neutral
Dennis F.,2.0,Not that great?,The front portion doesn’t have magnet feature that attaches to iPad. But didn’t want to spend over $70 for a copy cat folder. I guess you get what you pay for. Thanks Consumers,True,,2024-03-18,R759,2024,3,March,33,Positive,Positive
shelly deneault,2.0,"It's ok, not as sturdy as I thought",I bought this for my new ipad. It isn't as sturdy as I thought it would be.  Not really worth buying so I am not sure what to do with it at.all.,True,1.0,2024-01-14,R760,2024,1,January,32,Neutral,Positive
YarelyYarely,2.0,Works fine just doesn’t fit,"The quality and color it is very nice, it just doesn’t fit at all. When I accidentally dropped it the entire case fell off. It works fine. It’s pretty lightweight. I’m sure you can get a better case for the same price.",True,,2023-10-16,R761,2023,10,October,42,Positive,Positive
Catherine Gover,2.0,Did not fit my iPad,I have the next generation 2022 iPad could not use. It would not fit my iPad at all.,True,,2024-06-30,R762,2024,6,June,18,Neutral,Negative
healdsburg reader,2.0,Corner broke off easily,"The good news, it dit protect the iPad. The bad news, plastic corner failed after dropping on relatively soft surface hardwood floor. Have had less than a year.",True,,2024-03-23,R763,2024,3,March,28,Negative,Positive
H. Lasseter,2.0,Quality is aligned with the price,"Overall, the case is just ""ok."" I probably would not purchase this again, as the plastic case feel quite cheap, but that may be aligned with the low cost of the case.",True,,2024-02-02,R764,2024,2,February,32,Positive,Neutral
Tim D,2.0,Old way was better,The media could not be loaded.                                                                                            The way this turns into a stand using a magnet is garbage.  The magnet is not strong enough to stay in place half the time so the stand is kind of useless.They should have stuck with the old design where the case would slide into its own pocket to make a nice sturdy stand.,True,2.0,2023-09-22,R765,2023,9,September,60,Positive,Positive
Karen Daley Clarke,2.0,No internet connection on Can use on wifi,This tablet can’t connect internet service it can only use WiFi. And it was not the discription .  I am so disappointed.,True,,2024-05-24,R766,2024,5,May,22,Negative,Neutral
Kat,2.0,Slow shipping,"Case is fine, shipping was slow.Edited to remove a star. After using the case for a bit I don’t like it at all. The edges are very sharp.",True,,2024-01-11,R767,2024,1,January,28,Positive,Negative
Andrew Huie,2.0,Not great,Guess you get what you pay for. The case won't hold up my iPad so it just protects it a little. Wouldn't buy again,True,,2024-01-29,R768,2024,1,January,24,Negative,Negative
nana6,2.0,Send it back,Wrong size for my iPad. Other than it was fine,True,,2024-08-23,R769,2024,8,August,10,Neutral,Neutral
jean,2.0,Quality,Front cover is leather like but the back cover is a hard plastic.  Just thought it was junky.,True,,2024-05-10,R770,2024,5,May,18,Negative,Neutral
YazRYazR,2.0,Hoyo en la portada,Está muy bonito el color pero llego con un hoyo en la tapa 😏,True,,2024-06-19,R771,2024,6,June,14,Neutral,Neutral
Troy F,2.0,Does not prevent damage to ipad,I have replaced two ipads while using this item.  The fold up feature is nice but you get ZERO protection from this item.,True,,2024-02-06,R772,2024,2,February,23,Positive,Neutral
Karen Wade,2.0,Does not fit my iPad.,"Very disappointing purchase. I discarded the inside packaging, so I can’t return it. Cheaply made. This is a case of “You get what you paid for.”",True,,2023-12-12,R773,2023,12,December,26,Negative,Negative
Ben McGeeBen McGee,2.0,There is no apple marking or see through as seen in the picture.,Never mind I figured it out. A real flimsy piece of garbage!,True,,2024-04-06,R774,2024,4,April,12,Positive,Neutral
Hariane Santiago.Hariane Santiago.,2.0,Didn’t fit well,The case is nice but didn’t fit well …..,True,,2024-06-26,R775,2024,6,June,9,Positive,Positive
Tsion Sebhat,2.0,Not made to protect an expensive item,Cheap quality,True,,2024-09-10,R788,2024,9,September,2,Positive,Negative
Hanna Steltzriede,2.0,Flimsy,"When case is in the prop-up position, the tiniest bit of pressure will knock it over. Spend a little bit more money and get some thing a lot better.",True,,2023-11-10,R789,2023,11,November,29,Positive,Neutral
gail cox,2.0,This case will not support the iPad.  It consistently falls down so it is impossible to use.,This case protects the iPad but does not support the iPad when in a standing position.  Don’t get thus case.,True,,2023-12-31,R790,2023,12,December,20,Neutral,Negative
HAvila,2.0,No insert for ear phone hard wire speaker makes it useless for this user. Too Bad!!!,"For this old geezer ipad user who prefers hardwiring on my ear phones, this cover has no insert access.  Thus it's useless for my use on flights, night time usage, privacy listening.  Too Bad... Goes back..",True,,2023-05-23,R791,2023,5,May,36,Negative,Negative
Alison Miller,2.0,Broke in 3 Months,Corner came off near camera.  Device had not been dropped.  Appears to be a poor design for durability.  Update: vendor jumped on this issue and refunded on the broken case and provided a replacement.,True,,2023-03-28,R792,2023,3,March,34,Negative,Neutral
jacqueslyn johnson,2.0,Okay for the price,It’s made of a very cheap material but you get what you pay for lol,True,,2024-02-25,R793,2024,2,February,15,Positive,Positive
Joan T. Naim,2.0,Stains,Stains very easily and doesn’t come off. Bought two and same problem.  Would not recommend,True,,2024-01-12,R794,2024,1,January,15,Positive,Neutral
Cindy L.,2.0,It does not protect much,I didnt like that its very thin. I usted it for my ipad,True,,2024-04-12,R795,2024,4,April,13,Negative,Positive
Itez,2.0,Fit issue,It didn't fit had to file down to make it fit the camera,True,,2024-01-14,R796,2024,1,January,13,Positive,Positive
bsmith,2.0,Questionable quality,Fit is too tight - case has very minimal protection.,True,,2023-04-21,R797,2023,4,April,10,Neutral,Negative
Elania Sylvester,2.0,"Cute yes, durable no",this is the worst case ever genuinely like it does not protect your iPad at all. it is cute but thats about it if you drop that thing god help u. My iPad kept falling out of the case and it was the most annoying thing ever. please look for something more durable its worth the extra money trust. my iPad is now cracked,False,,2025-09-03,R798,2025,9,September,64,Neutral,Positive
Chad Higinbotham,2.0,Camera did not fit,Everything was ok except the fact that the camera did not fit my ipad,False,,2025-07-19,R799,2025,7,July,14,Positive,Negative
Chris Nagle,2.0,No support for i-pad within the cover. It easily falls out.,see above.,False,1.0,2024-08-12,R800,2024,8,August,2,Neutral,Positive
Barbara Terwilliger,2.0,Didn't fit well on my ipad 10,"the lower corners of the case didn't fit snug, it would pop out time and time again without any man-made effort - not sure how others could give this a 4 or 5 start rating when the ipad case doesn't fit well... brand new Ipad 10 so it should fit perfectly.  I'm lookin' elsewhere for a, better and likely more rigid design.",False,,2023-12-03,R801,2023,12,December,62,Positive,Positive
Shreya,2.0,didn’t fit my 10.9 ipad:(,had to return it,False,,2024-07-13,R802,2024,7,July,4,Neutral,Negative
Omar F.,1.0,No bueno!,"I've had this ""protector"" for about 1-2 months and it's already all loose and flimsy.. Mind you i'm not a daily user. My ipad can be turned off for several days at a time without me even reaching for it. Save up for you hard earned pennies and get you a better one.",True,,2025-09-04,R828,2025,9,September,53,Neutral,Neutral
Francine Crawford,1.0,"Cover Fails to Turn Off Screen When Closed, Causing Power Drain","This cover does not automatically turn off the iPad screen when you close it. For two days I closed my iPad at almost 100% power after recharging to find power was at 34% or 14% when I opened it again. My old covers, different brands, including genuine Apple product, turned the screen off when I closed it. This defect has caused some logistical problems for me. I did not expect the power to be drained. I now have to manually shut off the screen to avoid having to recharge constantly. This is a failure.",True,1.0,2025-07-14,R829,2025,7,July,94,Neutral,Negative
Patty Childers,1.0,Doesn’t keep charge,"This cover apparently doesn’t close properly and doesn’t keep the charge from running down. Every time I open the cover after it has been turned off with plenty of charge left, I have to charge my iPad before I can use it because it has completely run out of charge.",True,,2025-09-09,R830,2025,9,September,50,Neutral,Neutral
Emma Stoneall,1.0,Quality control is NOT there!,Used this exact case for years and loved it. Now - first order arrives with warped plastic so the iPad can’t sit properly in the case. Had it replaced and second one has a two big cover which prevents the sleep and wake mode from working.,True,,2025-08-13,R831,2025,8,August,46,Positive,Neutral
Kent Lee,1.0,Useless. Does not fit an iPad,It is really worthless. Cover edges are very rigid and does not fit an iPad at all. Impossible to squeeze the edges around the iPad,True,,2025-08-23,R832,2025,8,August,25,Negative,Negative
grayowl,1.0,Crumbling plastic,Just purchased 4 months ago and corner piece just broke off not because wear and tear but the quality of the  cheap plastic just crumbles and fall apart . Too bad for the cheap materials.,True,,2025-08-14,R833,2025,8,August,35,Neutral,Neutral
jdp,1.0,Doesn't stand up,Doesn't stand up. Should have returned it. Replaced with one we had for years and worked perfectly. Have now bought that again.,True,,2025-08-25,R834,2025,8,August,22,Positive,Neutral
IMuaLivessss,1.0,Hard plastic corners iPad pops out,iPad comes out of cover often. I missed the return deadline and bought a different brand.,True,,2025-09-08,R835,2025,9,September,16,Neutral,Negative
teachot,1.0,Item does not fit iPad.,Does not fit my iPad even though it is advertised to fit my model iPad.,True,,2025-08-23,R836,2025,8,August,15,Neutral,Negative
Keith,1.0,Incorrect description,Item is not doing what is described. My iPad is constantly falls flat.,True,,2025-08-24,R837,2025,8,August,13,Neutral,Neutral
Allan,1.0,Flap moves freely on back side of Tablet making hand held use and taking pictures difficult.,"The cover magnetically attaches fine for the front screen but when folded over to the back side it does not magnetically attach, it moves around.  So when you hold this tablet in your hand the back cover moves around freely. It slips up around the Touch sensor making it difficult to get your fingerprint to be identified. Also the flap that covers the camera  does not fold back and attach magnetically, you have to hold it in place if you want to take pictures.",True,1.0,2025-04-10,R838,2025,4,April,84,Neutral,Negative
Mr Consumer,1.0,"Does not fit iPad11 despite length and width measurements matching, corners are shaped incorrectly",Did not fit the iPad 11 as claimed. Rigid materials mean that it may squeeze on but the shaping of the contours around the edges is off and the case cracked in just a few days. Not dropped or otherwise caused to be damaged.,True,1.0,2025-07-18,R839,2025,7,July,44,Negative,Negative
Created Differently ,1.0,Nope!,Why did you pick this product vs others?:Had to have it professionally repaired shortly after my purchase. SMH. The inside of it messes up and it was nothing that I did to it. I was displeased.,True,,2025-07-15,R840,2025,7,July,36,Neutral,Neutral
Amazon Customer,1.0,Not quality,This case will not brace tablet like it says.,True,,2025-09-01,R841,2025,9,September,9,Neutral,Neutral
Karen S.Karen S.,1.0,Poor Quality,"Poor quality,  case torn after four months.",True,,2025-09-04,R842,2025,9,September,7,Negative,Negative
Brandon Byers,1.0,Not very well made.,"It looks nice, but.... cheap feel to it. The cover flap part was more like foam covered in plastic. The magnet does not hold well. The flap opens randomly because the magnet was not very good. The back case cover felt more like cheap tupperware and was very difficult to get off once put on. It does protect it from scratches though. It felt like it would easily crack. I do not recommend for long term use.",True,1.0,2025-04-23,R843,2025,4,April,77,Positive,Neutral
LEIDERLEIDER,1.0,Reembolso por producto dañado,El estuche llegó doblado en las esquinas,True,,2025-09-05,R844,2025,9,September,7,Neutral,Neutral
justjess,1.0,"BEWARE, WILL NOT ALLOW RETURN","i am changing my review and lowering it.  after trying this it makes my ipad more difficult to use and the cover is misaligned when open and very clunky.  i am not going to be able to use this and am just taking it off and find something else.  here is the bad part, when i decided i could not use it, i did a return and said what i wrote in this review and the return was REJECTED and it just went to continue shopping and contact the manufacturer.  i do not want this and will not use it so BE WARNED, IF YOU ARE UNHAPPY WITH THIS PRODUCT AS I WAS YOU CANNOT RETURN IT LIKE OTHER AMAZON PRODUCTS FOR A REFUND AND IT WILL JUST BE A WASTE OF MONEY.  NOT HAPPY WITH AMAZON OR THIS PRODUCT.",True,18.0,2024-11-30,R845,2024,11,November,140,Negative,Neutral
Zoe Zoe ,1.0,"Gross, used case","Case was used!!!! It was gross, smelled badly of cigarette smoke and was stained and dirty from previous owner!",True,,2025-08-19,R846,2025,8,August,19,Negative,Neutral
Maria,1.0,iPad does not fit,I would get my iPad to fit in this case. I had to return it,True,,2025-08-15,R847,2025,8,August,15,Positive,Negative
Nawal Deutsch ,1.0,Quilty,V bad,True,,2025-09-01,R848,2025,9,September,2,Negative,Neutral
Wendy Miller,1.0,Wm,Cheap,True,,2025-08-26,R849,2025,8,August,1,Positive,Neutral
Melissa Morris,1.0,Disappointed in flimsy quality,Very disappointed.  The stand is very flimsy and I was expecting something sturdier.  I should have stuck with what I had ordered in the past.,True,,2025-08-01,R850,2025,8,August,25,Negative,Negative
Wallace Bishop,1.0,should have done more research,doesn’t fit.  just a hair too small. i’m very disappointed 😕,True,,2025-08-14,R851,2025,8,August,11,Negative,Positive
JasonJason,1.0,Not a good fit,The case wasn’t able to fit properly around the camera and iPad wasn’t able to completely fit in the case. Not a good fit.,True,,2025-07-20,R852,2025,7,July,24,Positive,Neutral
TemajTemaj,1.0,Bad product,The media could not be loaded.                                                                                            I ordered this case earlier this month for my daughter’s birthday so I never opened it. I opened it today only to find that the Case came damaged. It looks like somebody burned it.,True,,2025-07-23,R853,2025,7,July,40,Neutral,Negative
Taehyun Jung,1.0,Waste money,There’s a reason it’s cheap. It’s so uncomfortable because it doesn’t hold well when I use it upright and it keeps falling over.,True,,2025-07-23,R854,2025,7,July,23,Neutral,Negative
Mike D,1.0,Probably won’t fit,Purchased two. Neither fit upon receipt. Area where camera lens goes through cover was misaligned and would not let the iPad fit in. Took a file to enlarge hole and that worked on one but not the other. If you buy one…….. and it does not fit send it back. I tried to modify now I can’t send it back.,True,1.0,2025-05-29,R855,2025,5,May,60,Neutral,Positive
Virginia Mars,1.0,Cracked and Broken,The corner of the case broke off after two weeks of use.  Also cracked on another corner.,True,1.0,2025-07-24,R856,2025,7,July,17,Neutral,Negative
Nicky ,1.0,No protective siside pocket for the Apple Pencil,"You will lose you Apple Pencil with this , because it DOES NOT PROVIDE A POCKET FOR IT.I’m very dissatisfied with the lack of this feature.",True,,2025-07-04,R857,2025,7,July,26,Positive,Neutral
Nekona,1.0,"Cheap, Flimsy, and Overpriced.","This case was awful. The edges don’t go all the way around, the plastic feels extremely flimsy, and the cover is uncomfortable to hold as the edge of the plastic case is rough and not aligned well. The cover is harder, too hard for my tastes. Overall, not a great item. It’s getting returned once I finish this review.",True,1.0,2025-05-04,R858,2025,5,May,59,Negative,Positive
Alejandra LozanoAlejandra Lozano,1.0,Came in used and dirty,Just opened my package and it came in looking used and dirty.,True,,2025-07-23,R859,2025,7,July,12,Negative,Negative
Wendy willis,1.0,Horrible Battery Life,"Horrible battery Life.Just used for first time on Sunday, April 20, 2025 and example this morning at 8:00 am 100% battery life and here it is 11:00 and down to only 13%.  This is the worst I have ever had from an IPad",True,,2025-04-22,R860,2025,4,April,43,Negative,Negative
katie,1.0,Does not fit.,It doesn’t line up and the fit is too tight.,True,,2025-07-27,R861,2025,7,July,10,Positive,Negative
Amazon Customer,1.0,Junk,Terrible. Couldn’t keep ipad upright. You touched it and it fell.,True,,2025-07-13,R862,2025,7,July,11,Negative,Neutral
Carolyn,1.0,If they are bubble free!!!,Bubbles all over. Laid it down flat and it adhered and left bubbles all over. Used a credit card to no avail. Tried the second one. Same thing. The screen was perfectly clean before trying to put the protectors on. Threw them in the trash. Not worth the hassle to send them back. Brand new tablet so the screen is in perfect shape.,True,,2025-03-18,R863,2025,3,March,63,Positive,Positive
Nick,1.0,poo,the ipad can hardly stand up with it. no thanks,True,,2025-07-16,R864,2025,7,July,10,Negative,Neutral
Terry,1.0,Misleading advertising,Doesn’t even stand up like it shows in the picture?,True,,2025-07-16,R865,2025,7,July,10,Neutral,Neutral
Patty T,1.0,Find out if it will fit your iPad.,"Find some way to see if this will fit your iPad before ordering.  Mine didn't!  Bummer.  And it's too hard for me to return right now.  SO, I can't use it.",True,,2025-05-28,R866,2025,5,May,31,Positive,Positive
Amazon Customer,1.0,Skip this one,Flimsy. Doesn’t stand up.  But something else.,True,,2025-07-13,R867,2025,7,July,7,Neutral,Neutral
Doris Stevens,1.0,Doesn’t fit!!,Does not fit my iPad. Will be returning.,True,,2025-08-02,R868,2025,8,August,8,Negative,Positive
Faye Tyler,1.0,Too small,I measured my iPad and ordered but the cover is a tiny bit too small will have to send it back,True,,2025-06-23,R869,2025,6,June,21,Neutral,Negative
Jimmy WilderJimmy Wilder,1.0,Wrong size iPad cover,Does not fit iPad (A16) 2025.,True,,2025-07-19,R870,2025,7,July,6,Negative,Negative
jim heckert,1.0,One star,You get what you pay for.,True,,2025-07-17,R871,2025,7,July,6,Neutral,Neutral
Dissatisfied,1.0,Did not fit,Did not fit 10th Gen iPad,True,,2025-08-02,R872,2025,8,August,6,Negative,Negative
Holly G.,1.0,Design issue?,There are just small holes by the speakers. People had a hard time hearing me on a Zoom call,True,,2025-06-19,R873,2025,6,June,19,Negative,Neutral
RC,1.0,Look for something else,Returned. Expensive for its quality. Thin and flimsy. Looks like it won’t protect the iPad from a fall.,True,,2025-06-19,R874,2025,6,June,18,Negative,Neutral
Sam,1.0,Flimzy,"Not impressed, does not support iPad weight or fold nicely to watch anything you are streaming ....",True,,2025-06-20,R875,2025,6,June,17,Neutral,Neutral
Tammi Tidwell,1.0,Not what I expected!,"Case arrived with holes, tears, dirty and smelled awful. Not sure what happened, but it’s gross.",True,,2025-07-05,R876,2025,7,July,16,Negative,Negative
Carol Puetz,1.0,One that fits,Didn’t fit,True,,2025-08-01,R877,2025,8,August,2,Positive,Neutral
linette,1.0,It’s supposed to fit!,To small,True,,2025-07-17,R878,2025,7,July,2,Negative,Positive
AimeeAimee,1.0,Hole within a day!!,"I literally got this case in the mail yesterday 11/14/24 at 1pm eastern time! It’s currently 10:56pm eastern time 11/15/24 I worked all day yesterday and today so I haven’t been on my iPad that much, maybe 6 hours total between the yesterday and today! I’m so disappointed in this case I’m not even rough with it I have no clue how it got a hole in it… I had high hopes with reading the comments and the looks of the case would not recommend.",True,3.0,2024-11-16,R879,2024,11,November,85,Neutral,Neutral
Greta Brantley,1.0,Not what I was looking for,Okay,True,,2025-07-17,R880,2025,7,July,1,Positive,Neutral
Placeholder,1.0,Plastic already cracked,The plastic on the side where the buttons are has already broken through.,True,,2025-06-19,R881,2025,6,June,13,Negative,Neutral
Amazon Customer,1.0,Disappointed,"It is very thin; no padding at all.  It does not prop up, it just falls over.  I do not like it at all.",True,1.0,2025-05-23,R882,2025,5,May,24,Negative,Negative
phyliss munoz,1.0,Check sizing and return immediately,This item stated that it would fit an iPad Generation 10.  It didnt fit my iPad.  Was on vacation and didnt have time to return it.  Had to purchase another iPad cover from another supplier.,True,,2025-04-30,R883,2025,4,April,35,Positive,Neutral
sduff,1.0,Sucks,Worst ever. No magnetic feature. Floppy and doesn’t work,True,1.0,2025-06-10,R884,2025,6,June,9,Negative,Negative
T,1.0,Poor fit.,Does not stay on the iPad. Corners don’t close all the way it’s too tight. Don’t recommend for these reasons.,True,,2025-06-08,R885,2025,6,June,20,Negative,Neutral
Venu  Kotte,1.0,Case is very delicate,"Bought this case a few months ago, the edges of the case are so delicate and cracked. Very poor quality.",True,,2025-05-11,R886,2025,5,May,20,Negative,Negative
RONALD S.,1.0,Does not fit,Case was warped and would not fit all 4 corners. Not sure if defect or it was left in the sun and it melted in the heatGoing to order from another company,True,,2025-05-02,R887,2025,5,May,32,Negative,Negative
Victoria PattersonVictoria Patterson,1.0,Doesn’t fit 11 inch iPad,Doesn’t fit 11 inch iPad wtf,True,,2025-07-08,R888,2025,7,July,6,Neutral,Positive
Turner,1.0,Junk,"This case is awful.  In less than 6 months the whole colored part of the case is peeling off and the styrofoam underneath is coming through.  I also don’t even travel with this, it sits on my nightstand all day and I only use the iPad in the evenings to browse the internet.  I would not recommend",True,1.0,2025-01-11,R889,2025,1,January,57,Negative,Neutral
Amazon Customer,1.0,Ipad,Returned not enough protection,True,,2025-07-01,R890,2025,7,July,4,Neutral,Neutral
Steven,1.0,Too flimsy for use on your lap.,"The way the cover folds to create an angled support for the screen is too flimsy and insecure. It works ok on a table or desk, but not if you are sitting in a chair or on a couch and are holding it on your lap. I hope I can return this and try something better.",True,1.0,2025-02-02,R891,2025,2,February,56,Positive,Neutral
Devin,1.0,…,Horrible. The cover is so flimsy and it folds over past the tablet screen,True,,2025-05-26,R892,2025,5,May,14,Negative,Neutral
Shreeyas,1.0,Doesn’t fit properly with latest iPad (2025),the foldable wake screen cover of the product doesn’t fit properly after installing the latest iPad (2025) and is kind of loose in the folding area.,True,2.0,2025-03-26,R893,2025,3,March,26,Positive,Positive
jasiah wright,1.0,"Doesn’t stand once you touch it, it falls over.",It says you can prop up but you can’t without it falling over. You can do a low prop for typing but can’t prop it up enough to watch anything without having to lean it up against something. It’s advertised to prop up high.,True,,2025-01-05,R894,2025,1,January,44,Neutral,Neutral
FadiliaFadilia,1.0,Expected a better Quality,"I purchased this 10th Gen case for my 8-year-old daughter’s iPad, along with a screen protector. Unfortunately, the case arrived with black spots, which is disappointing. My biggest concern, however, is that my daughter cut her finger on the button edge of the case. While the case is lightweight and performs well, and I can vouch for its durability (I have a pink one myself), the appearance is unsatisfactory due to the soiled marks. Most importantly, the sharp button edge makes it unsafe to hold, posing a significant safety hazard.",True,3.0,2024-08-30,R895,2024,8,August,90,Neutral,Positive
Christine,1.0,iPad case is too small.,Doesn’t fit my new iPad Air correctly.  The iPad doesn’t fit securely in the case as the case is a tad too small.,True,1.0,2025-04-17,R896,2025,4,April,23,Positive,Negative
Sharon G.,1.0,"Doesn’t fit iPad, I’m sending it back!","This case was supposed to fit10 generation iPad…… it’s too small for my iPad having to send it back!!!!!What a waste of my time!Also bought some in cartridges for cannon printer also an off brand, having to send it back too!Am waiting for my grandson’s MacBook to come in, bought a protector for this , to see if it fits???Soooo disappointed in Amazon, you could always depend on there products, that’s questionable NOW!",True,4.0,2024-08-19,R897,2024,8,August,73,Negative,Positive
Madeline,1.0,Terrible fit and quality,"The product appears very nice, and the color is is great! But the product itself, won’t even fit my iPad like it’s close but just won’t stay on the last bit. It also blocks parts of the buttons and overall just is really not made with accurate measurements. Additionally, the case does not even magnet close, and definitely does not hold the iPad in. It’s easy enough to get off, but still feels like the iPad may break.",True,4.0,2024-08-23,R898,2024,8,August,78,Positive,Negative
Ana FloresAna Flores,1.0,Won’t fit,"This case is made incorrectly, I don’t know if there’s a reason as to why but this is the second time I receive this product and the camera hole is wrong.",True,1.0,2025-02-20,R899,2025,2,February,31,Negative,Positive
frank,1.0,could not install ipad,could not install ipad,True,,2025-06-02,R900,2025,6,June,4,Neutral,Neutral
Terry Walkenhorst,1.0,Very Flimsy,Doesn’t hold up ipad,True,,2025-05-17,R901,2025,5,May,4,Neutral,Positive
Lleb,1.0,Difficult to fit on the tablet.,I like the part that you can use as a stand. But I gave it a low rating because I couldn’t get it in and out of the case easily.,True,,2025-02-08,R902,2025,2,February,30,Positive,Neutral
Maryann Ramsden,1.0,Dint fit,Didn't fit,True,,2025-06-08,R903,2025,6,June,2,Positive,Positive
Amanda Amanda ,1.0,Damaged and badly handled,I love the color but Packaging came ripped up and product was damaged !,True,,2025-04-30,R904,2025,4,April,14,Positive,Negative
MWarren,1.0,Slip n Slide,"While this case fits perfectly and is snug. The type of plastic that is on the back of the case, makes holding the iPad for longer than a few minutes difficult.  It feels like it’s about to slip out of your hands.",True,2.0,2024-12-05,R905,2024,12,December,42,Neutral,Neutral
melba schmoll,1.0,Doesn’t fit my IPad,"I apparently ordered the wrong size,  so I have to return it.",True,,2025-04-21,R906,2025,4,April,12,Negative,Positive
amrinder dhindsa,1.0,Bad quality,Had to buy new case since this one did not work long,True,,2025-04-28,R907,2025,4,April,12,Neutral,Negative
Samantha Pernyak,1.0,Raise to wake screen cover does not work… disappointed,"I bought this case solely for the raise to wake screen but of course that doesn’t seem to work and this is the second case I have bought already that advertises raise to work but fails yet again, very disappointed.",True,,2025-01-04,R908,2025,1,January,40,Negative,Negative
Hayhay,1.0,Poor quality,The case did not fit my iPad even though it is the type that it claims to fit in the description. The cover doesn’t put the iPad to sleep like other cases similar to this I’ve used before.,True,1.0,2025-01-13,R909,2025,1,January,38,Neutral,Negative
Michele Dircks,1.0,Hole in cover!!!,"I received this and it has a hole in the cover! I know it’s not an expensive cover, but it should’ve come without a hole!",True,,2025-01-24,R910,2025,1,January,25,Negative,Neutral
Joaquin,1.0,👎🏽,"La descripción decía que venía con pluma y teclado y nada de eso me llegó,y el cargador es de muy mala calidad 👍🏽",True,1.0,2025-03-16,R911,2025,3,March,23,Neutral,Neutral
Kathy Lee,1.0,"It ""almost"" fits.  So far I have been unable to mount my device to the case.","Even though it is designed to fit my iPad it ""almos""  fits.  So far I have been unable to mount my device to the case.",True,1.0,2025-02-06,R912,2025,2,February,25,Neutral,Negative
anonynomus,1.0,Doesn't fit.,Really cheap and it the ipad doesn't fit.,True,,2025-04-06,R913,2025,4,April,8,Positive,Positive
dee,1.0,Don’t fit,Doesn’t line up and fit an 11” ipad,True,,2025-04-21,R914,2025,4,April,8,Positive,Positive
Roger Sadowsky,1.0,Cover does not align,"When you open the cover and bend it back, it does not align with the rest of the case.  Don't waste your money.",True,,2025-02-08,R915,2025,2,February,23,Neutral,Neutral
Anker,1.0,Barely fits,"It doesn’t really fit the iPad, you gotta make a lot of pressure to put it and it’s still small.",True,1.0,2025-01-28,R916,2025,1,January,20,Neutral,Neutral
Bonnie G,1.0,Does not fit,Does not fit my iPad as stated,True,1.0,2025-05-12,R917,2025,5,May,7,Negative,Negative
Jake M.,1.0,Basic but not solid,The magnets are not strong enough to make it stand. Super frustrating since that’s how I use it. Seems pricey for the quality,True,,2025-02-02,R918,2025,2,February,23,Neutral,Neutral
Lynn W.,1.0,Doesn’t automatically close screen,Does not turn off iPad when closed,True,1.0,2025-04-02,R919,2025,4,April,7,Neutral,Neutral
TR from WA,1.0,Does not fit iPad Air Gen-4,"As others have stated, this case does not it the iPad Air, generation 4. The corner near the power button will not stay seated and flush. Push it in, and it immediately pulls back as soon as you let go. Not sure if it is related, but the cover also wouldn't put the iPad to sleep. Case seemed well made and design was what we were looking for but would not recommend for iPad Air-4th Generation.",True,,2024-02-12,R920,2024,2,February,76,Neutral,Negative
Nolan Burns,1.0,Quality of case,Quality is not very good. Magnet stand is very weak and will fall by just tapping the screen,True,,2025-03-14,R921,2025,3,March,18,Negative,Neutral
Amazon Customer,1.0,Cheap,To cheap won’t stand up,True,,2025-05-10,R922,2025,5,May,5,Positive,Positive
Syke27,1.0,flimsy,"Definitely not a fan of this cover. It’s really flimsy and while the back grips the iPad, the cover shifts around and feels sloppy.Not worth it.",True,2.0,2025-01-21,R923,2025,1,January,26,Positive,Neutral
Mattoid ManMattoid Man,1.0,Shedding Lint,"I purchased this item on June 14, 2024. Today is August 3, 2024. The inside cover is starting to decompose and small pieces of lint are accumulating on the iPad's screen. Now I have to use a cloth to clean my fingerprints AND remove the lint. The 30-day return window has closed. You were warned.",True,3.0,2024-08-03,R924,2024,8,August,55,Neutral,Neutral
Jonathan BJonathan B,1.0,Does not fit. Returned the first one and the second doesn't fit either,I think there must be a defective batch as I've received two different ones and neither fit my iPad Air 5th generation. The case is too tight and you have to force it on and even then doesn't fit properly. The camera hole is misaligned and the bottom does not fit flat. First one I returned and the 2nd one I'm throwing in the trash. Very frustrated.,True,,2023-12-02,R925,2023,12,December,67,Neutral,Positive
JayJay,1.0,Pretty color but case doesn’t fit,"I absolutely LOVE the color and was excited to find my favorite shade of purple rather than the lavender or lilac purple. However, the case arrived to me either defective or imprecisely cut because only the one little corner doesn’t snap all the way around my iPad. Unfortunately, I will have to return.",True,1.0,2024-05-08,R926,2024,5,May,53,Positive,Positive
Kristen Kristen ,1.0,You pay for what you get.,"I’ve had this for two days now and it’s already dirty. The inside of the flap material picks up everything, hair, lent, etc. somehow a black smudge is on it now. I’m just trying to read in bed. I wouldn’t recommend. It’s not sturdy or a tight good fit either. If it drops, I’m sure the iPad would come straight out. Don’t waste your money. Get something worthwhile and spend a little more.",True,1.0,2023-01-25,R927,2023,1,January,73,Positive,Neutral
Jeff ElliottJeff Elliott,1.0,Doesn’t fit well,"Doesn’t fit iPad 10 very well. It’s loose and overhangs the edge as I think you can see from the photo. On the positive side, it’s really cheap and it protects the iPad when traveling.",True,,2024-04-28,R928,2024,4,April,35,Positive,Positive
t wasilewskit wasilewski,1.0,Product came damaged.,I received this product with a big scratch on the front of it,True,,2024-07-28,R929,2024,7,July,13,Neutral,Neutral
